S.no,WWR,AR,ORIN,OVERHANG,SHGC,ENERGY,,,
41476,0.62,1,68,23,0.68,114,,,
41477,0.62,1,68,28,0.68,114,,,
41481,0.62,1,68,2,0.42,114,,,
41550,0.62,1,68,34,0.73,114,,,
41553,0.62,1,68,2,0.56,114,,,
41562,0.62,1,68,2,0.59,114,,,
41563,0.62,1,68,7,0.59,114,,,
41597,0.62,2,68,45,0.66,114,,,
41598,0.62,2,68,2,0.44,114,,,
41632,0.62,2,68,39,0.68,114,,,
41639,0.62,2,68,28,0.65,114,,,
41658,0.62,2,68,34,0.68,114,,,
41662,0.62,2,68,7,0.42,114,,,
41663,0.62,2,68,12,0.42,114,,,
41686,0.62,2,68,39,0.61,114,,,
41732,0.62,2,68,45,0.73,114,,,
41735,0.62,2,68,12,0.56,114,,,
41745,0.62,2,68,18,0.59,114,,,
41779,0.62,3,68,7,0.44,114,,,
41780,0.62,3,68,12,0.44,114,,,
41820,0.62,3,68,34,0.65,114,,,
41839,0.62,3,68,39,0.68,114,,,
41840,0.62,3,68,45,0.68,114,,,
41845,0.62,3,68,23,0.42,114,,,
41846,0.62,3,68,28,0.42,114,,,
41917,0.62,3,68,23,0.56,114,,,
41918,0.62,3,68,28,0.56,114,,,
41927,0.62,3,68,28,0.59,114,,,
41940,0.62,4,68,2,0.37,114,,,
41961,0.62,4,68,18,0.44,114,,,
41962,0.62,4,68,23,0.44,114,,,
42002,0.62,4,68,45,0.65,114,,,
42027,0.62,4,68,34,0.42,114,,,
42028,0.62,4,68,39,0.42,114,,,
42098,0.62,4,68,28,0.56,114,,,
42099,0.62,4,68,34,0.56,114,,,
42108,0.62,4,68,34,0.59,114,,,
42109,0.62,4,68,39,0.59,114,,,
42122,0.62,5,68,12,0.37,114,,,
42123,0.62,5,68,18,0.37,114,,,
42144,0.62,5,68,34,0.44,114,,,
42183,0.62,5,68,2,0.26,114,,,
42280,0.62,5,68,39,0.56,114,,,
42281,0.62,5,68,45,0.56,114,,,
42290,0.62,5,68,45,0.59,114,,,
42317,0.71,1,68,45,0.66,114,,,
42318,0.71,1,68,2,0.44,114,,,
42352,0.71,1,68,39,0.68,114,,,
42359,0.71,1,68,28,0.65,114,,,
42378,0.71,1,68,34,0.68,114,,,
42383,0.71,1,68,12,0.42,114,,,
42384,0.71,1,68,18,0.42,114,,,
42406,0.71,1,68,39,0.61,114,,,
42452,0.71,1,68,45,0.73,114,,,
42455,0.71,1,68,12,0.56,114,,,
42465,0.71,1,68,18,0.59,114,,,
42466,0.71,1,68,23,0.59,114,,,
42499,0.71,2,68,7,0.44,114,,,
42500,0.71,2,68,12,0.44,114,,,
42540,0.71,2,68,34,0.65,114,,,
42541,0.71,2,68,39,0.65,114,,,
42560,0.71,2,68,45,0.68,114,,,
42565,0.71,2,68,23,0.42,114,,,
42566,0.71,2,68,28,0.42,114,,,
42637,0.71,2,68,23,0.56,114,,,
42638,0.71,2,68,28,0.56,114,,,
42647,0.71,2,68,28,0.59,114,,,
42660,0.71,3,68,2,0.37,114,,,
42661,0.71,3,68,7,0.37,114,,,
42662,0.71,3,68,12,0.37,114,,,
42682,0.71,3,68,23,0.44,114,,,
42722,0.71,3,68,45,0.65,114,,,
42747,0.71,3,68,34,0.42,114,,,
42748,0.71,3,68,39,0.42,114,,,
42819,0.71,3,68,34,0.56,114,,,
42829,0.71,3,68,39,0.59,114,,,
42842,0.71,4,68,12,0.37,114,,,
42843,0.71,4,68,18,0.37,114,,,
42864,0.71,4,68,34,0.44,114,,,
42929,0.71,4,68,45,0.42,114,,,
43000,0.71,4,68,39,0.56,114,,,
43010,0.71,4,68,45,0.59,114,,,
43025,0.71,5,68,28,0.37,114,,,
43046,0.71,5,68,45,0.44,114,,,
43085,0.71,5,68,12,0.26,114,,,
43086,0.71,5,68,18,0.26,114,,,
43137,0.71,5,68,2,0.24,114,,,
43138,0.71,5,68,7,0.24,114,,,
43191,0.71,5,68,2,0.26,114,,,
43192,0.71,5,68,7,0.26,114,,,
43193,0.71,5,68,12,0.26,114,,,
43219,0.81,1,68,7,0.44,114,,,
43220,0.81,1,68,12,0.44,114,,,
43260,0.81,1,68,34,0.65,114,,,
43261,0.81,1,68,39,0.65,114,,,
43280,0.81,1,68,45,0.68,114,,,
43285,0.81,1,68,23,0.42,114,,,
43286,0.81,1,68,28,0.42,114,,,
43307,0.81,1,68,45,0.61,114,,,
43357,0.81,1,68,23,0.56,114,,,
43358,0.81,1,68,28,0.56,114,,,
43367,0.81,1,68,28,0.59,114,,,
43380,0.81,2,68,2,0.37,114,,,
43381,0.81,2,68,7,0.37,114,,,
43402,0.81,2,68,23,0.44,114,,,
43403,0.81,2,68,28,0.44,114,,,
43442,0.81,2,68,45,0.65,114,,,
43467,0.81,2,68,34,0.42,114,,,
43539,0.81,2,68,34,0.56,114,,,
43549,0.81,2,68,39,0.59,114,,,
43563,0.81,3,68,18,0.37,114,,,
43564,0.81,3,68,23,0.37,114,,,
43584,0.81,3,68,34,0.44,114,,,
43623,0.81,3,68,2,0.26,114,,,
43649,0.81,3,68,45,0.42,114,,,
43721,0.81,3,68,45,0.56,114,,,
43730,0.81,3,68,45,0.59,114,,,
43744,0.81,4,68,23,0.37,114,,,
43745,0.81,4,68,28,0.37,114,,,
43765,0.81,4,68,39,0.44,114,,,
43766,0.81,4,68,45,0.44,114,,,
43804,0.81,4,68,7,0.26,114,,,
43805,0.81,4,68,12,0.26,114,,,
43857,0.81,4,68,2,0.24,114,,,
43911,0.81,4,68,2,0.26,114,,,
43912,0.81,4,68,7,0.26,114,,,
43927,0.81,5,68,39,0.37,114,,,
43988,0.81,5,68,28,0.26,114,,,
44040,0.81,5,68,18,0.24,114,,,
44041,0.81,5,68,23,0.24,114,,,
44094,0.81,5,68,18,0.26,114,,,
44095,0.81,5,68,23,0.26,114,,,
44100,0.9,1,68,2,0.37,114,,,
44101,0.9,1,68,7,0.37,114,,,
44121,0.9,1,68,18,0.44,114,,,
44122,0.9,1,68,23,0.44,114,,,
44162,0.9,1,68,45,0.65,114,,,
44187,0.9,1,68,34,0.42,114,,,
44259,0.9,1,68,34,0.56,114,,,
44268,0.9,1,68,34,0.59,114,,,
44269,0.9,1,68,39,0.59,114,,,
44283,0.9,2,68,18,0.37,114,,,
44304,0.9,2,68,34,0.44,114,,,
44343,0.9,2,68,2,0.26,114,,,
44369,0.9,2,68,45,0.42,114,,,
44441,0.9,2,68,45,0.56,114,,,
44450,0.9,2,68,45,0.59,114,,,
44465,0.9,3,68,28,0.37,114,,,
44486,0.9,3,68,45,0.44,114,,,
44525,0.9,3,68,12,0.26,114,,,
44526,0.9,3,68,18,0.26,114,,,
44577,0.9,3,68,2,0.24,114,,,
44578,0.9,3,68,7,0.24,114,,,
44631,0.9,3,68,2,0.26,114,,,
44632,0.9,3,68,7,0.26,114,,,
44633,0.9,3,68,12,0.26,114,,,
44646,0.9,4,68,34,0.37,114,,,
44647,0.9,4,68,39,0.37,114,,,
44706,0.9,4,68,18,0.26,114,,,
44707,0.9,4,68,23,0.26,114,,,
44758,0.9,4,68,7,0.24,114,,,
44759,0.9,4,68,12,0.24,114,,,
44813,0.9,4,68,12,0.26,114,,,
44814,0.9,4,68,18,0.26,114,,,
44848,0.9,5,68,7,0.2,114,,,
44849,0.9,5,68,12,0.2,114,,,
44890,0.9,5,68,39,0.26,114,,,
44942,0.9,5,68,28,0.24,114,,,
44943,0.9,5,68,34,0.24,114,,,
44996,0.9,5,68,28,0.26,114,,,
44997,0.9,5,68,34,0.26,114,,,
46710,0.14,5,85,2,0.71,114,,,
46728,0.14,5,85,2,0.81,114,,,
46729,0.14,5,85,7,0.81,114,,,
46746,0.14,5,85,2,0.73,114,,,
46908,0.24,1,85,2,0.81,114,,,
46909,0.24,1,85,7,0.81,114,,,
47070,0.24,2,85,2,0.71,114,,,
47071,0.24,2,85,7,0.71,114,,,
47090,0.24,2,85,12,0.81,114,,,
47107,0.24,2,85,7,0.73,114,,,
47108,0.24,2,85,12,0.73,114,,,
47253,0.24,3,85,18,0.71,114,,,
47254,0.24,3,85,23,0.71,114,,,
47273,0.24,3,85,28,0.81,114,,,
47289,0.24,3,85,18,0.73,114,,,
47290,0.24,3,85,23,0.73,114,,,
47295,0.24,3,85,2,0.72,114,,,
47296,0.24,3,85,7,0.72,114,,,
47436,0.24,4,85,34,0.71,114,,,
47455,0.24,4,85,39,0.81,114,,,
47472,0.24,4,85,34,0.73,114,,,
47473,0.24,4,85,39,0.73,114,,,
47478,0.24,4,85,18,0.72,114,,,
47479,0.24,4,85,23,0.72,114,,,
47529,0.24,5,85,2,0.66,114,,,
47557,0.24,5,85,7,0.7,114,,,
47558,0.24,5,85,12,0.7,114,,,
47565,0.24,5,85,2,0.68,114,,,
47618,0.24,5,85,45,0.71,114,,,
47654,0.24,5,85,45,0.73,114,,,
47660,0.24,5,85,28,0.72,114,,,
47661,0.24,5,85,34,0.72,114,,,
47664,0.24,5,85,2,0.73,114,,,
47665,0.24,5,85,7,0.73,114,,,
47794,0.33,1,85,23,0.71,114,,,
47813,0.33,1,85,28,0.81,114,,,
47830,0.33,1,85,23,0.73,114,,,
47837,0.33,1,85,12,0.72,114,,,
47838,0.33,1,85,18,0.72,114,,,
47916,0.33,2,85,2,0.7,114,,,
47917,0.33,2,85,7,0.7,114,,,
47976,0.33,2,85,34,0.71,114,,,
47977,0.33,2,85,39,0.71,114,,,
47995,0.33,2,85,39,0.81,114,,,
47996,0.33,2,85,45,0.81,114,,,
48013,0.33,2,85,39,0.73,114,,,
48019,0.33,2,85,23,0.72,114,,,
48020,0.33,2,85,28,0.72,114,,,
48024,0.33,2,85,2,0.73,114,,,
48070,0.33,3,85,7,0.66,114,,,
48071,0.33,3,85,12,0.66,114,,,
48098,0.33,3,85,12,0.7,114,,,
48099,0.33,3,85,18,0.7,114,,,
48105,0.33,3,85,2,0.68,114,,,
48106,0.33,3,85,7,0.68,114,,,
48132,0.33,3,85,2,0.68,114,,,
48159,0.33,3,85,2,0.61,114,,,
48201,0.33,3,85,34,0.72,114,,,
48202,0.33,3,85,39,0.72,114,,,
48205,0.33,3,85,7,0.73,114,,,
48206,0.33,3,85,12,0.73,114,,,
48252,0.33,4,85,18,0.66,114,,,
48253,0.33,4,85,23,0.66,114,,,
48281,0.33,4,85,28,0.7,114,,,
48288,0.33,4,85,18,0.68,114,,,
48294,0.33,4,85,2,0.65,114,,,
48313,0.33,4,85,7,0.68,114,,,
48314,0.33,4,85,12,0.68,114,,,
48341,0.33,4,85,12,0.61,114,,,
48342,0.33,4,85,18,0.61,114,,,
48383,0.33,4,85,45,0.72,114,,,
48387,0.33,4,85,18,0.73,114,,,
48388,0.33,4,85,23,0.73,114,,,
48434,0.33,5,85,28,0.66,114,,,
48435,0.33,5,85,34,0.66,114,,,
48463,0.33,5,85,39,0.7,114,,,
48470,0.33,5,85,28,0.68,114,,,
48476,0.33,5,85,12,0.65,114,,,
48495,0.33,5,85,18,0.68,114,,,
48496,0.33,5,85,23,0.68,114,,,
48523,0.33,5,85,23,0.61,114,,,
48524,0.33,5,85,28,0.61,114,,,
48569,0.33,5,85,28,0.73,114,,,
48570,0.33,5,85,34,0.73,114,,,
48582,0.33,5,85,2,0.59,114,,,
48609,0.43,1,85,2,0.66,114,,,
48610,0.43,1,85,7,0.66,114,,,
48638,0.43,1,85,12,0.7,114,,,
48639,0.43,1,85,18,0.7,114,,,
48645,0.43,1,85,2,0.68,114,,,
48646,0.43,1,85,7,0.68,114,,,
48698,0.43,1,85,45,0.71,114,,,
48699,0.43,1,85,2,0.61,114,,,
48734,0.43,1,85,45,0.73,114,,,
48740,0.43,1,85,28,0.72,114,,,
48741,0.43,1,85,34,0.72,114,,,
48745,0.43,1,85,7,0.73,114,,,
48746,0.43,1,85,12,0.73,114,,,
48792,0.43,2,85,18,0.66,114,,,
48820,0.43,2,85,23,0.7,114,,,
48821,0.43,2,85,28,0.7,114,,,
48828,0.43,2,85,18,0.68,114,,,
48834,0.43,2,85,2,0.65,114,,,
48853,0.43,2,85,7,0.68,114,,,
48854,0.43,2,85,12,0.68,114,,,
48881,0.43,2,85,12,0.61,114,,,
48923,0.43,2,85,45,0.72,114,,,
48927,0.43,2,85,18,0.73,114,,,
48928,0.43,2,85,23,0.73,114,,,
48974,0.43,3,85,28,0.66,114,,,
49002,0.43,3,85,34,0.7,114,,,
49003,0.43,3,85,39,0.7,114,,,
49009,0.43,3,85,23,0.68,114,,,
49010,0.43,3,85,28,0.68,114,,,
49016,0.43,3,85,12,0.65,114,,,
49035,0.43,3,85,18,0.68,114,,,
49063,0.43,3,85,23,0.61,114,,,
49064,0.43,3,85,28,0.61,114,,,
49109,0.43,3,85,28,0.73,114,,,
49122,0.43,3,85,2,0.59,114,,,
49156,0.43,4,85,39,0.66,114,,,
49184,0.43,4,85,45,0.7,114,,,
49191,0.43,4,85,34,0.68,114,,,
49192,0.43,4,85,39,0.68,114,,,
49197,0.43,4,85,18,0.65,114,,,
49198,0.43,4,85,23,0.65,114,,,
49217,0.43,4,85,28,0.68,114,,,
49221,0.43,4,85,2,0.42,114,,,
49245,0.43,4,85,34,0.61,114,,,
49291,0.43,4,85,39,0.73,114,,,
49293,0.43,4,85,2,0.56,114,,,
49294,0.43,4,85,7,0.56,114,,,
49304,0.43,4,85,12,0.59,114,,,
49338,0.43,5,85,2,0.44,114,,,
49339,0.43,5,85,7,0.44,114,,,
49373,0.43,5,85,45,0.68,114,,,
49379,0.43,5,85,28,0.65,114,,,
49380,0.43,5,85,34,0.65,114,,,
49399,0.43,5,85,39,0.68,114,,,
49403,0.43,5,85,12,0.42,114,,,
49404,0.43,5,85,18,0.42,114,,,
49405,0.43,5,85,23,0.42,114,,,
49427,0.43,5,85,45,0.61,114,,,
49472,0.43,5,85,45,0.73,114,,,
49476,0.43,5,85,18,0.56,114,,,
49486,0.43,5,85,23,0.59,114,,,
49513,0.52,1,85,23,0.66,114,,,
49514,0.52,1,85,28,0.66,114,,,
49541,0.52,1,85,28,0.7,114,,,
49548,0.52,1,85,18,0.68,114,,,
49549,0.52,1,85,23,0.68,114,,,
49554,0.52,1,85,2,0.65,114,,,
49555,0.52,1,85,7,0.65,114,,,
49573,0.52,1,85,7,0.68,114,,,
49574,0.52,1,85,12,0.68,114,,,
49602,0.52,1,85,18,0.61,114,,,
49603,0.52,1,85,23,0.61,114,,,
49643,0.52,1,85,45,0.72,114,,,
49648,0.52,1,85,23,0.73,114,,,
49649,0.52,1,85,28,0.73,114,,,
49695,0.52,2,85,34,0.66,114,,,
49723,0.52,2,85,39,0.7,114,,,
49730,0.52,2,85,28,0.68,114,,,
49737,0.52,2,85,18,0.65,114,,,
49756,0.52,2,85,23,0.68,114,,,
49784,0.52,2,85,28,0.61,114,,,
49830,0.52,2,85,34,0.73,114,,,
49842,0.52,2,85,2,0.59,114,,,
49843,0.52,2,85,7,0.59,114,,,
49877,0.52,3,85,45,0.66,114,,,
49878,0.52,3,85,2,0.44,114,,,
49912,0.52,3,85,39,0.68,114,,,
49919,0.52,3,85,28,0.65,114,,,
49938,0.52,3,85,34,0.68,114,,,
49942,0.52,3,85,7,0.42,114,,,
49943,0.52,3,85,12,0.42,114,,,
49966,0.52,3,85,39,0.61,114,,,
50012,0.52,3,85,45,0.73,114,,,
50015,0.52,3,85,12,0.56,114,,,
50016,0.52,3,85,18,0.56,114,,,
50025,0.52,3,85,18,0.59,114,,,
50026,0.52,3,85,23,0.59,114,,,
50059,0.52,4,85,7,0.44,114,,,
50060,0.52,4,85,12,0.44,114,,,
50100,0.52,4,85,34,0.65,114,,,
50119,0.52,4,85,39,0.68,114,,,
50125,0.52,4,85,23,0.42,114,,,
50126,0.52,4,85,28,0.42,114,,,
50197,0.52,4,85,23,0.56,114,,,
50207,0.52,4,85,28,0.59,114,,,
50220,0.52,5,85,2,0.37,114,,,
50221,0.52,5,85,7,0.37,114,,,
50241,0.52,5,85,18,0.44,114,,,
50242,0.52,5,85,23,0.44,114,,,
50282,0.52,5,85,45,0.65,114,,,
50307,0.52,5,85,34,0.42,114,,,
50308,0.52,5,85,39,0.42,114,,,
50379,0.52,5,85,34,0.56,114,,,
50389,0.52,5,85,39,0.59,114,,,
50415,0.62,1,85,34,0.66,114,,,
50443,0.62,1,85,39,0.7,114,,,
50451,0.62,1,85,34,0.68,114,,,
50457,0.62,1,85,18,0.65,114,,,
50476,0.62,1,85,23,0.68,114,,,
50477,0.62,1,85,28,0.68,114,,,
50481,0.62,1,85,2,0.42,114,,,
50550,0.62,1,85,34,0.73,114,,,
50551,0.62,1,85,39,0.73,114,,,
50553,0.62,1,85,2,0.56,114,,,
50563,0.62,1,85,7,0.59,114,,,
50564,0.62,1,85,12,0.59,114,,,
50597,0.62,2,85,45,0.66,114,,,
50598,0.62,2,85,2,0.44,114,,,
50633,0.62,2,85,45,0.68,114,,,
50639,0.62,2,85,28,0.65,114,,,
50658,0.62,2,85,34,0.68,114,,,
50659,0.62,2,85,39,0.68,114,,,
50663,0.62,2,85,12,0.42,114,,,
50686,0.62,2,85,39,0.61,114,,,
50732,0.62,2,85,45,0.73,114,,,
50735,0.62,2,85,12,0.56,114,,,
50736,0.62,2,85,18,0.56,114,,,
50745,0.62,2,85,18,0.59,114,,,
50746,0.62,2,85,23,0.59,114,,,
50780,0.62,3,85,12,0.44,114,,,
50781,0.62,3,85,18,0.44,114,,,
50821,0.62,3,85,39,0.65,114,,,
50840,0.62,3,85,45,0.68,114,,,
50845,0.62,3,85,23,0.42,114,,,
50846,0.62,3,85,28,0.42,114,,,
50918,0.62,3,85,28,0.56,114,,,
50928,0.62,3,85,34,0.59,114,,,
50940,0.62,4,85,2,0.37,114,,,
50941,0.62,4,85,7,0.37,114,,,
50962,0.62,4,85,23,0.44,114,,,
50963,0.62,4,85,28,0.44,114,,,
51002,0.62,4,85,45,0.65,114,,,
51028,0.62,4,85,39,0.42,114,,,
51099,0.62,4,85,34,0.56,114,,,
51109,0.62,4,85,39,0.59,114,,,
51123,0.62,5,85,18,0.37,114,,,
51124,0.62,5,85,23,0.37,114,,,
51144,0.62,5,85,34,0.44,114,,,
51145,0.62,5,85,39,0.44,114,,,
51183,0.62,5,85,2,0.26,114,,,
51184,0.62,5,85,7,0.26,114,,,
51281,0.62,5,85,45,0.56,114,,,
51317,0.71,1,85,45,0.66,114,,,
51318,0.71,1,85,2,0.44,114,,,
51352,0.71,1,85,39,0.68,114,,,
51359,0.71,1,85,28,0.65,114,,,
51378,0.71,1,85,34,0.68,114,,,
51383,0.71,1,85,12,0.42,114,,,
51384,0.71,1,85,18,0.42,114,,,
51406,0.71,1,85,39,0.61,114,,,
51452,0.71,1,85,45,0.73,114,,,
51455,0.71,1,85,12,0.56,114,,,
51456,0.71,1,85,18,0.56,114,,,
51465,0.71,1,85,18,0.59,114,,,
51466,0.71,1,85,23,0.59,114,,,
51500,0.71,2,85,12,0.44,114,,,
51501,0.71,2,85,18,0.44,114,,,
51541,0.71,2,85,39,0.65,114,,,
51560,0.71,2,85,45,0.68,114,,,
51565,0.71,2,85,23,0.42,114,,,
51566,0.71,2,85,28,0.42,114,,,
51638,0.71,2,85,28,0.56,114,,,
51648,0.71,2,85,34,0.59,114,,,
51661,0.71,3,85,7,0.37,114,,,
51662,0.71,3,85,12,0.37,114,,,
51682,0.71,3,85,23,0.44,114,,,
51683,0.71,3,85,28,0.44,114,,,
51722,0.71,3,85,45,0.65,114,,,
51748,0.71,3,85,39,0.42,114,,,
51820,0.71,3,85,39,0.56,114,,,
51829,0.71,3,85,39,0.59,114,,,
51843,0.71,4,85,18,0.37,114,,,
51844,0.71,4,85,23,0.37,114,,,
51864,0.71,4,85,34,0.44,114,,,
51903,0.71,4,85,2,0.26,114,,,
52001,0.71,4,85,45,0.56,114,,,
52026,0.71,5,85,34,0.37,114,,,
52046,0.71,5,85,45,0.44,114,,,
52086,0.71,5,85,18,0.26,114,,,
52087,0.71,5,85,23,0.26,114,,,
52138,0.71,5,85,7,0.24,114,,,
52139,0.71,5,85,12,0.24,114,,,
52192,0.71,5,85,7,0.26,114,,,
52193,0.71,5,85,12,0.26,114,,,
52220,0.81,1,85,12,0.44,114,,,
52221,0.81,1,85,18,0.44,114,,,
52260,0.81,1,85,34,0.65,114,,,
52261,0.81,1,85,39,0.65,114,,,
52280,0.81,1,85,45,0.68,114,,,
52285,0.81,1,85,23,0.42,114,,,
52286,0.81,1,85,28,0.42,114,,,
52307,0.81,1,85,45,0.61,114,,,
52357,0.81,1,85,23,0.56,114,,,
52358,0.81,1,85,28,0.56,114,,,
52367,0.81,1,85,28,0.59,114,,,
52381,0.81,2,85,7,0.37,114,,,
52382,0.81,2,85,12,0.37,114,,,
52402,0.81,2,85,23,0.44,114,,,
52403,0.81,2,85,28,0.44,114,,,
52442,0.81,2,85,45,0.65,114,,,
52467,0.81,2,85,34,0.42,114,,,
52468,0.81,2,85,39,0.42,114,,,
52539,0.81,2,85,34,0.56,114,,,
52540,0.81,2,85,39,0.56,114,,,
52549,0.81,2,85,39,0.59,114,,,
52564,0.81,3,85,23,0.37,114,,,
52584,0.81,3,85,34,0.44,114,,,
52585,0.81,3,85,39,0.44,114,,,
52623,0.81,3,85,2,0.26,114,,,
52624,0.81,3,85,7,0.26,114,,,
52721,0.81,3,85,45,0.56,114,,,
52731,0.81,3,85,2,0.26,114,,,
52745,0.81,4,85,28,0.37,114,,,
52766,0.81,4,85,45,0.44,114,,,
52805,0.81,4,85,12,0.26,114,,,
52806,0.81,4,85,18,0.26,114,,,
52857,0.81,4,85,2,0.24,114,,,
52858,0.81,4,85,7,0.24,114,,,
52911,0.81,4,85,2,0.26,114,,,
52912,0.81,4,85,7,0.26,114,,,
52913,0.81,4,85,12,0.26,114,,,
52928,0.81,5,85,45,0.37,114,,,
52947,0.81,5,85,2,0.2,114,,,
52948,0.81,5,85,7,0.2,114,,,
52988,0.81,5,85,28,0.26,114,,,
52989,0.81,5,85,34,0.26,114,,,
53040,0.81,5,85,18,0.24,114,,,
53041,0.81,5,85,23,0.24,114,,,
53095,0.81,5,85,23,0.26,114,,,
53096,0.81,5,85,28,0.26,114,,,
53100,0.9,1,85,2,0.37,114,,,
53101,0.9,1,85,7,0.37,114,,,
53122,0.9,1,85,23,0.44,114,,,
53162,0.9,1,85,45,0.65,114,,,
53187,0.9,1,85,34,0.42,114,,,
53259,0.9,1,85,34,0.56,114,,,
53269,0.9,1,85,39,0.59,114,,,
53283,0.9,2,85,18,0.37,114,,,
53284,0.9,2,85,23,0.37,114,,,
53304,0.9,2,85,34,0.44,114,,,
53343,0.9,2,85,2,0.26,114,,,
53369,0.9,2,85,45,0.42,114,,,
53441,0.9,2,85,45,0.56,114,,,
53466,0.9,3,85,34,0.37,114,,,
53486,0.9,3,85,45,0.44,114,,,
53525,0.9,3,85,12,0.26,114,,,
53526,0.9,3,85,18,0.26,114,,,
53577,0.9,3,85,2,0.24,114,,,
53578,0.9,3,85,7,0.24,114,,,
53579,0.9,3,85,12,0.24,114,,,
53632,0.9,3,85,7,0.26,114,,,
53633,0.9,3,85,12,0.26,114,,,
53647,0.9,4,85,39,0.37,114,,,
53707,0.9,4,85,23,0.26,114,,,
53708,0.9,4,85,28,0.26,114,,,
53759,0.9,4,85,12,0.24,114,,,
53760,0.9,4,85,18,0.24,114,,,
53814,0.9,4,85,18,0.26,114,,,
53815,0.9,4,85,23,0.26,114,,,
53849,0.9,5,85,12,0.2,114,,,
53850,0.9,5,85,18,0.2,114,,,
53890,0.9,5,85,39,0.26,114,,,
53891,0.9,5,85,45,0.26,114,,,
53943,0.9,5,85,34,0.24,114,,,
53997,0.9,5,85,34,0.26,114,,,
55710,0.14,5,102,2,0.71,114,,,
55728,0.14,5,102,2,0.81,114,,,
55729,0.14,5,102,7,0.81,114,,,
55730,0.14,5,102,12,0.81,114,,,
55746,0.14,5,102,2,0.73,114,,,
55908,0.24,1,102,2,0.81,114,,,
56070,0.24,2,102,2,0.71,114,,,
56071,0.24,2,102,7,0.71,114,,,
56072,0.24,2,102,12,0.71,114,,,
56090,0.24,2,102,12,0.81,114,,,
56091,0.24,2,102,18,0.81,114,,,
56107,0.24,2,102,7,0.73,114,,,
56108,0.24,2,102,12,0.73,114,,,
56254,0.24,3,102,23,0.71,114,,,
56273,0.24,3,102,28,0.81,114,,,
56290,0.24,3,102,23,0.73,114,,,
56291,0.24,3,102,28,0.73,114,,,
56296,0.24,3,102,7,0.72,114,,,
56297,0.24,3,102,12,0.72,114,,,
56376,0.24,4,102,2,0.7,114,,,
56436,0.24,4,102,34,0.71,114,,,
56437,0.24,4,102,39,0.71,114,,,
56455,0.24,4,102,39,0.81,114,,,
56456,0.24,4,102,45,0.81,114,,,
56472,0.24,4,102,34,0.73,114,,,
56473,0.24,4,102,39,0.73,114,,,
56478,0.24,4,102,18,0.72,114,,,
56479,0.24,4,102,23,0.72,114,,,
56529,0.24,5,102,2,0.66,114,,,
56530,0.24,5,102,7,0.66,114,,,
56557,0.24,5,102,7,0.7,114,,,
56558,0.24,5,102,12,0.7,114,,,
56565,0.24,5,102,2,0.68,114,,,
56618,0.24,5,102,45,0.71,114,,,
56661,0.24,5,102,34,0.72,114,,,
56664,0.24,5,102,2,0.73,114,,,
56665,0.24,5,102,7,0.73,114,,,
56794,0.33,1,102,23,0.71,114,,,
56813,0.33,1,102,28,0.81,114,,,
56830,0.33,1,102,23,0.73,114,,,
56831,0.33,1,102,28,0.73,114,,,
56837,0.33,1,102,12,0.72,114,,,
56838,0.33,1,102,18,0.72,114,,,
56916,0.33,2,102,2,0.7,114,,,
56917,0.33,2,102,7,0.7,114,,,
56977,0.33,2,102,39,0.71,114,,,
56996,0.33,2,102,45,0.81,114,,,
57013,0.33,2,102,39,0.73,114,,,
57019,0.33,2,102,23,0.72,114,,,
57020,0.33,2,102,28,0.72,114,,,
57024,0.33,2,102,2,0.73,114,,,
57070,0.33,3,102,7,0.66,114,,,
57071,0.33,3,102,12,0.66,114,,,
57099,0.33,3,102,18,0.7,114,,,
57105,0.33,3,102,2,0.68,114,,,
57106,0.33,3,102,7,0.68,114,,,
57132,0.33,3,102,2,0.68,114,,,
57159,0.33,3,102,2,0.61,114,,,
57160,0.33,3,102,7,0.61,114,,,
57202,0.33,3,102,39,0.72,114,,,
57205,0.33,3,102,7,0.73,114,,,
57206,0.33,3,102,12,0.73,114,,,
57253,0.33,4,102,23,0.66,114,,,
57281,0.33,4,102,28,0.7,114,,,
57288,0.33,4,102,18,0.68,114,,,
57289,0.33,4,102,23,0.68,114,,,
57294,0.33,4,102,2,0.65,114,,,
57295,0.33,4,102,7,0.65,114,,,
57313,0.33,4,102,7,0.68,114,,,
57314,0.33,4,102,12,0.68,114,,,
57341,0.33,4,102,12,0.61,114,,,
57342,0.33,4,102,18,0.61,114,,,
57388,0.33,4,102,23,0.73,114,,,
57435,0.33,5,102,34,0.66,114,,,
57463,0.33,5,102,39,0.7,114,,,
57470,0.33,5,102,28,0.68,114,,,
57471,0.33,5,102,34,0.68,114,,,
57476,0.33,5,102,12,0.65,114,,,
57477,0.33,5,102,18,0.65,114,,,
57496,0.33,5,102,23,0.68,114,,,
57524,0.33,5,102,28,0.61,114,,,
57570,0.33,5,102,34,0.73,114,,,
57573,0.33,5,102,2,0.56,114,,,
57582,0.33,5,102,2,0.59,114,,,
57583,0.33,5,102,7,0.59,114,,,
57609,0.43,1,102,2,0.66,114,,,
57610,0.43,1,102,7,0.66,114,,,
57638,0.43,1,102,12,0.7,114,,,
57639,0.43,1,102,18,0.7,114,,,
57645,0.43,1,102,2,0.68,114,,,
57646,0.43,1,102,7,0.68,114,,,
57698,0.43,1,102,45,0.71,114,,,
57699,0.43,1,102,2,0.61,114,,,
